[05:37:39.360] |I| [load_app_impl]: ngs experimental state: true
[05:37:39.692] |W| [unimplemented_impl]: Unimplemented sceFiosOverlayGetList02 import called.
[05:37:39.693] |I| [run_app]: Module SceLibFios2 (at "app0:sce_module/libfios2.suprx") module_start returned 0x0
[05:37:39.693] |D| [run_app]: Running module_start of library: SceSmart at address 0x9D775
[05:37:39.696] |I| [run_app]: Module SceSmart (at "app0:sce_module/libsmart.suprx") module_start returned 0x0
[05:37:39.696] |D| [run_app]: Running module_start of library: SceUlt at address 0x29684D
[05:37:39.698] |W| [unimplemented_impl]: Unimplemented _sceUlobjMgrRegisterLibultProtocolRevision import called.
[05:37:39.698] |I| [run_app]: Module SceUlt (at "app0:sce_module/libult.suprx") module_start returned 0x0
[05:37:39.710] |W| [unimplemented_impl]: Unimplemented sceAppUtilInit import called.
[05:37:39.718] |W| [unimplemented_impl]: Unimplemented sceKernelChangeThreadVfpException import called.
[05:37:39.718] |W| [unimplemented_impl]: Unimplemented sceFiosOverlayThreadSetDisabled02 import called.
[05:37:39.725] |W| [unimplemented_impl]: Unimplemented sceMotionReset import called.
[05:37:39.725] |W| [unimplemented_impl]: Unimplemented sceMotionStartSampling import called.
[05:37:39.728] |W| [unimplemented_impl]: Unimplemented sceFiosOverlayGetRecommendedScheduler02 import called.
[05:37:39.729] |I| [export_sceIoOpen]: Opening file: app0:/System.psarc
[05:37:39.733] |I| [export_sceIoOpen]: Opening file: app0:/System.psarc
[05:37:39.744] |I| [export_sceIoOpen]: Opening file: app0:/System.psarc
[05:37:39.776] |W| [stubbed_impl]: Stubbed sceGxmMapMemory import called. (always return success)
[05:37:39.793] |W| [stubbed_impl]: Stubbed sceGxmMapFragmentUsseMemory import called. (always return success)
[05:37:39.816] |W| [stubbed_impl]: Stubbed sceGxmGetRenderTargetMemSize import called. (2MB host mem)
[05:37:39.826] |W| [stubbed_impl]: Stubbed sceGxmMapVertexUsseMemory import called. (always return success)
[05:37:39.873] |W| [unimplemented_impl]: Unimplemented sceCommonDialogSetConfigParam import called.
[05:37:40.663] |W| [stubbed_impl]: Stubbed sceNpTrophyCreateHandle import called. (Stubbed handle with 1)
[05:37:40.770] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:40.787] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:40.803] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:40.820] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:40.837] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:40.853] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:40.941] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:40.942] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:40.953] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:40.970] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:40.987] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.003] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.020] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.037] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.053] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.070] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.087] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.103] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.120] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.137] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.153] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.170] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.187] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.203] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.220] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.237] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.253] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.270] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.287] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.303] |W| [export_sceGxmCreateDeferredContext]: toto: sceGxmCreateDeferredContext
[05:37:41.304] |W| [unimplemented_impl]: Unimplemented sceKernelGetThreadCurrentPriority import called.
[05:37:41.304] |W| [stubbed_impl]: Stubbed sceKernelChangeThreadPriority import called. (STUB)
[05:37:41.328] |I| [export_sceIoOpen]: Opening file: app0:/Sly3/SLY3.WAL
[05:37:41.349] |I| [export_sceIoOpen]: Opening file: app0:/Sly3/SLY3.WAL
[05:37:41.349] |I| [export_sceIoOpen]: Opening file: app0:/Sly3/ANAGLYPH.YES
[05:37:41.355] |E| [open_file]: Missing file at D:/Emulateurs/Vita3K/mc/ux0/app/PCSF00271/Sly3/ANAGLYPH.YES (target path: app0:/Sly3/ANAGLYPH.YES)
[05:37:41.355] |W| [io_error_impl]: open_file (sceIoOpen) returned 0x80010002
[05:37:41.373] |W| [unimplemented_impl]: Unimplemented sceMotionGetState import called.
[05:37:41.374] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.374] |W| [ngs::create_voice_definition]: Missing voice definition for Buss Type 15, using passthrough.
[05:37:41.374] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.375] |W| [ngs::create_voice_definition]: Missing voice definition for Buss Type 16, using passthrough.
[05:37:41.375] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.375] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.375] |E| [logging::ret_error_impl]: sceGxmSetUniformDataF returned SCE_GXM_ERROR_INVALID_POINTER (0x805B0004)
[05:37:41.375] |E| [logging::ret_error_impl]: sceGxmDraw returned SCE_GXM_ERROR_RESERVE_FAILED (0x805B000B)
[05:37:41.377] |W| [unimplemented_impl]: Unimplemented sceNgsSystemSetFlags import called.
[05:37:41.377] |W| [ngs::create_voice_definition]: Missing voice definition for Buss Type 1, using passthrough.
[05:37:41.377] |D| [export_sceNgsVoiceInit]: flags: 7
[05:37:41.377] |W| [unimplemented_impl]: Unimplemented sceNgsVoiceBypassModule import called.
[05:37:41.378] |W| [ngs::create_voice_definition]: Missing voice definition for Buss Type 10, using passthrough.
[05:37:41.378] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.378] |D| [export_sceNgsVoicePlay]: sceNgsVoicePlay: 1
[05:37:41.379] |W| [stubbed_impl]: Stubbed sceDisplayWaitVblankStartMulti import called. (wait for vblank)
[05:37:41.379] |W| [unimplemented_impl]: Unimplemented sceNgsVoiceSetFinishedCallback import called.
[05:37:41.379] |E| [logging::ret_error_impl]: sceGxmBeginScene returned SCE_GXM_ERROR_WITHIN_SCENE (0x805B0007)
[05:37:41.380] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.380] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.380] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.380] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.380] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.380] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.381] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.381] |D| [export_sceNgsVoicePlay]: sceNgsVoicePlay: 1
[05:37:41.381] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.381] |D| [export_sceNgsVoicePlay]: sceNgsVoicePlay: 1
[05:37:41.381] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.381] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.381] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.381] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.386] |W| [unimplemented_impl]: Unimplemented sceAppMgrAcquireBgmPort import called.
[05:37:41.387] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.388] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.388] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.388] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.388] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.388] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.392] |E| [logging::ret_error_impl]: sceKernelWaitLwCond returned SCE_KERNEL_ERROR_WAIT_TIMEOUT (0x80028005)
[05:37:41.393] |E| [open_file]: Missing file at D:/Emulateurs/Vita3K/mc/ux0/user/00/savedata/PCSF00271/SlotParam_6.bin (target path: savedata0:/SlotParam_6.bin)
[05:37:41.393] |W| [io_error_impl]: open_file (sceAppUtilSaveDataSlotGetParam) returned 0x80010002
[05:37:41.393] |E| [logging::ret_error_impl]: sceAppUtilSaveDataSlotGetParam returned SCE_APPUTIL_ERROR_SAVEDATA_SLOT_NOT_FOUND (0x80100641)
[05:37:41.393] |E| [open_file]: Missing file at D:/Emulateurs/Vita3K/mc/ux0/user/00/savedata/PCSF00271/SlotParam_7.bin (target path: savedata0:/SlotParam_7.bin)
[05:37:41.393] |W| [io_error_impl]: open_file (sceAppUtilSaveDataSlotGetParam) returned 0x80010002
[05:37:41.393] |E| [open_file]: Missing file at D:/Emulateurs/Vita3K/mc/ux0/user/00/savedata/PCSF00271/SlotParam_8.bin (target path: savedata0:/SlotParam_8.bin)
[05:37:41.393] |W| [io_error_impl]: open_file (sceAppUtilSaveDataSlotGetParam) returned 0x80010002
[05:37:41.437] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.438] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.438] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.438] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.438] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.439] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.440] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.440] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.440] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.440] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.440] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.440] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.441] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.441] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.441] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.441] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.441] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.441] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.454] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.454] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.454] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.454] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.454] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.454] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.470] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.471] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.471] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.471] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.471] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.471] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.487] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.487] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.487] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.487] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.488] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.488] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.504] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.504] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.504] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.504] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.504] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.504] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.520] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.521] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.521] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.521] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.521] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.521] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.537] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.537] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.537] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.537] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.538] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.538] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.554] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.554] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.554] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.554] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.554] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.554] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.570] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.570] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.571] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.571] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.571] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.571] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.587] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.587] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.587] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.587] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.587] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.588] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.604] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.604] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.604] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.604] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.604] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.604] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.684] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.684] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.685] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.685] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.685] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.685] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.685] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.685] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.685] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.686] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.686] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.686] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.687] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.687] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.687] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.687] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.687] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.688] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.704] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.704] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.704] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.704] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.704] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.704] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.720] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.721] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.721] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.721] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.721] |D| [export_sceGxmBeginCommandList]: Begin Command list
[05:37:41.721] |D| [export_sceGxmEndCommandList]: sceGxmEndCommandList
[05:37:41.737] |D| [export_sceGxmExecuteCommandList]: sceGxmExecuteCommandList
[05:37:41.737] |D| [export_sceGxmSetDeferredContextVdmBuffer]: vdmbuffer: 0
[05:37:41.737] |D| [export_sceGxmSetDeferredContextVertexBuffer]: vertbuffer: 0
[05:37:41.737] |D| [export_sceGxmSetDeferredContextFragmentBuffer]: fragbuffer: 0
[05:37:41.737] |D| [export_sceGxmBeginCommandList]: Begin Command list
